Method,Dataset,#Clients,#Rounds,Test Accuracy (%),Convergence Round,Comm. Cost (MB),AUC,TPR@FPR=0.1%,AttackSuccessRate
FedMIA,CIFAR100,3,5,31.62,N/A,898.22,0.5000,0.0000,0.5000
