Method,Dataset,#Clients,#Rounds,Test Accuracy (%),Convergence Round,Comm. Cost (MB),AUC,TPR@FPR=0.1%,AttackSuccessRate
FedAvg,CIFAR10,10,100,76.01,N/A,2180.39,N/A,N/A,N/A
